,url,wait_for,search_url_template,pagination_param,search_input_selector,search_submit_selector,search_enter,results_container_selector,job_link_selector,job_card_selector,modal_selector,modal_apply_link_selector,modal_close_selector,pagination_next_selector,infinite_scroll,max_pages,company_name
28,https://www.addisongroup.com/jobs/l/recruiting/jobsearchaction/19e62b1f-e3e6-11eb-be56-42010a8a0031/8b589444-39b4-11f0-8e87-0242683a33f9/false,.list-group-item,https://www.addisongroup.com/jobs/l/recruiting/jobsearchaction/19e62b1f-e3e6-11eb-be56-42010a8a0031/8b589444-39b4-11f0-8e87-0242683a33f9/false?locations=&term=%7Bq%7D&postalCode=,,,,,,,,,,,,,,addison_group_(tech)
29,https://motionrecruitment.com/tech-jobs,.JobItem_module_jobItem,https://motionrecruitment.com/tech-jobs?keywords=%7Bq%7D,,,,,,,,,,,,,,motion_recruitment
30,https://collabera.com/job-search/,.card-body,https://collabera.com/job-search/?sort_by=&industry=&keyword=%7Bq%7D&location=&Posteddays=0,,,,,,,,,,,,,,collabera
31,https://www.computerfutures.com/en-gb/find-a-job/,.job-search,https://www.computerfutures.com/en-gb/find-a-job/?searchRadius=100mi&country=Austria%2CBelgium%2CGermany%2CJapan%2CNetherlands%2CUnited+Kingdom%2CUnited+States&keywords=%7Bq%7D,,,,,,,,,,,,,,computer_futures_(sthree)
32,https://www.pearsoncarter.com/jobs/,.listing-title,https://www.pearsoncarter.com/jobs/?search_keywords=%7Bq%7D&search_location=&search_radius=&radius_type=miles&filter_job_type%5B%5D=&filter_job_type%5B%5D=&filter_job_type%5B%5D=&filter_job_type%5B%5D=&filter_job_type%5B%5D=&filter_job_type%5B%5D=&filter_job_type%5B%5D=&filter_job_type%5B%5D=,,,,,,,,,,,,,,pearson_carter
33,https://www.prodapta.com/search-jobs/,.job-item,https://www.prodapta.com/search-jobs/?fwp_keyword=%7Bq%7D,,,,,,,,,,,,,,prodapta_(ellis_group)
34,https://www.investigo.co.uk/jobs,.job-result-item,https://www.investigo.co.uk/jobs?sort_type=relevance&query=%7Bq%7D&selected_locations=&submit=Search&source=google.com,,,,,,,,,,,,,,investigo
35,https://mondo.com/jobs/l/recruiting/jobsearchaction/c8336608-98ca-11ec-8029-42010a8a0008/d76c7451-39b8-11f0-8e87-0242683a33f9/false,.list-group-item,https://mondo.com/jobs/l/recruiting/jobsearchaction/c8336608-98ca-11ec-8029-42010a8a0008/d76c7451-39b8-11f0-8e87-0242683a33f9/false?term=%7Bq%7D&postalCode=,,,,,,,,,,,,,,mondo
36,https://careers.columbusglobal.com/jobs,#jobs_list_container,https://careers.columbusglobal.com/jobs?split_view=true&query=%7Bq%7D,,,,,,,,,,,,,,columbus_global_(u.s.)
37,https://jobs.lever.co/mcaconnect,.posting-categories,,,,,,,,,,,,,,,mca_connect
38,https://careers.eidebailly.com/jobs,.mat-accordion cards,https://careers.eidebailly.com/jobs?_gl=1%2Akdg89h%2A_gcl_au%2ANDIxNzEyMzk3LjE3NDgyMjUxMTM.&keywords=%7Bq%7D&sortBy=relevance&page=%7Bp%7D,page,,,,,,,,,,,False,,eide_bailly_llp
39,https://careers.wipfli.com/all-openings,.sui-results-container,https://careers.wipfli.com/all-openings?q=%7Bq%7D&size=n_20_n,,,,,,,,,,,,,,wipfli_(technology_consulting)
40,https://careers.westerncomputer.com/jobs,#jobs_list_container,https://careers.westerncomputer.com/jobs?query=%7Bq%7D,,,,,,,,,,,,,,western_computer
41,https://careers-randgroup.icims.com/jobs/search,.container-flu# iCIMS_JobsTable,https://careers-randgroup.icims.com/jobs/search?ss=1&searchKeyword=%7Bq%7D,,,,,,,,,,,,,,rand_group
42,https://www.revolutiongroup.com/about-us/join-us/,#whr_embed_hook,,,,,,,,,,,,,,,revolution_group
43,https://sa-global.breezy.hr/,.position transition,,,,,,,,,,,,,,,sa.global
44,https://jobs.lever.co/ttecdigital,.posting,,,,,,,,,,,,,,,ttec_digital_(avtex)
45,https://www.encorebusiness.com/company/careers/,.careers-no-bullets,,,,,,,,,,,,,,,encore
46,https://ebqb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs,.job-list-item__link,https://ebqb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs?keyword=%7Bq%7D&mode=location,,,,,,,,,,,,,,bdo
47,https://usource.ripplehire.com/candidate/,.list-job-box,https://usource.ripplehire.com/candidate/?token=xHQWoFn4C242POo7xMpH&source=CAREERSITE#list%2Fsearch=%7Bq%7D,,,,,,,,,,,,,,ust
48,https://digitall.com/careers/apply,rolelistitem,,,,,,,,,,,,,,,digitall_nature_bulgaria_eood
49,https://creospark.com/careers/,.panel-heading,,,,,,,,,,,,,,,creospark
50,https://jobs.hexaware.com/,.job-list-item__link,https://jobs.hexaware.com/#en%2Fsites%2FCX_1%2Fjobs%3Fkeyword=%7Bq%7D&mode=location&sortBy=POSTING_DATES_DESC,,,,,,,,,,,,,,hexaware
51,https://careers.wipro.com/search,.data-row,https://careers.wipro.com/search?q=%7Bq%7D&q2=&alertId=&locationsearch=&title=power+platform&location=&date=,,,,,,,,,,,,,,wipro
52,https://jobs.birlasoft.com/search/,#searchresults,https://jobs.birlasoft.com/search/?createNewAlert=false&q=%7Bq%7D&optionsFacetsDD_country=&optionsFacetsDD_department=,,,,,,,,,,,,,,birlasoft
53,https://www.improving.com/careers/open-positions/,.MuiDataGr#-main css-opb0c2,https://www.improving.com/careers/open-positions/?search=%7Bq%7D,,,,,,,,,,,,,,improving
54,https://www.twoday.com/careers/open-positions,.tw-w-full tw-relative,,,,,,,,,,,,,,,twoday
55,https://careers.tietoevry.com/jobs,.attrax-list-w#get__lists,https://careers.tietoevry.com/jobs?q=%7Bq%7D&options=&page=%7Bp%7D,page,,,,,,,,,,,False,,tietoevry
56,https://go-planet.com/,.et_pb_post,https://go-planet.com/?s=microsoft+dynamics,,,,,,,,,,,,,,planet_technologies
57,https://careers.kainos.com/gb/en/search-results,rolelistitem,https://careers.kainos.com/gb/en/search-results?keywords=%7Bq%7D,,,,,,,,,,,,,,kainos
58,https://jobs.slalom.com/,#result-count,https://jobs.slalom.com/#%2F%3Fkeywords=%7Bq%7D,,,,,,,,,,,,,,slalom_consulting
59,https://jobs.us.pwc.com/search-jobs/power%20platform/932/1,ul,https://jobs.us.pwc.com/search-jobs/power%20platform/932/1?fl=6252001,,,,,,,,,,,,,,pwc
60,https://fa-etvl-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs,div,https://fa-etvl-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs?keyword=%7Bq%7D&mode=location&sortBy=POSTING_DATES_DESC,,,,,,,,,,,,,,zensar_technologies
61,https://www.hays.com/job-search/power-platform-jobs-in-united-states-us,#detailsSection,https://www.hays.com/job-search/power-platform-jobs-in-united-states-us?q=%7Bq%7D&location=United+States%2C+US&specialismId=&subSpecialismId=&locationf=&industryf=&sortType=0&jobType=-1&flexiWorkType=-1&payTypefacet=-1&minPay=-1&maxPay=-1&jobSource=HaysGCJ&searchPageTitle=Power+Platform+Jobs+in+United+States%2C+US+%7C+Hays+Recruitment+US&searchPageDesc=Looking+for+a+new+Power+Platform+job+in+United+States%2C+US%3F+Browse+our+latest+Power+Platform+jobs+and+apply+with+Hays%21,,,,,,,,,,,,,,hays_technology
62,https://conspicuous.com/jobs/,.job_listings,,,,,,,,,,,,,,,conspicuous
63,https://www.nigelfrank.com/microsoft-jobs,,https://www.nigelfrank.com/microsoft-jobs?newJobs=true&keyword=%7Bq%7D&location=&jobType=both&page=%7Bp%7D&remote=&security=&salaryFrom=&salaryTo=&salaryCurrency=&segment=&product=,page,,,,,,,,,,,False,,
64,https://k2partnering.com/talent/jobs/,.job_listings,https://k2partnering.com/talent/jobs/?search_keywords=%7Bq%7D&search_location=&filter_by_custom_job_location=&filter_job_type%5B%5D=&filter_job_type%5B%5D=&filter_job_type%5B%5D=,,,,,,,,,,,,,,k2_partnering
